Time (s)	Channel 1 (V)	DIO  0	DIO  1	DIO  2	DIO  3
-4.4e-06	0.04515799198540427	0	0	0	1
-4.39e-06	0.02155745910665424	0	0	0	1
-4.38e-06	0.006048537500618506	0	0	0	1
-4.37e-06	-0.005751728938756509	0	0	0	1
-4.36e-06	-0.01350618974177438	0	0	0	1
-4.35e-06	-0.01418049068116724	0	0	0	1
-4.34e-06	-0.01856344678722081	0	0	0	1
-4.33e-06	-0.01923774772661367	0	0	0	1
-4.32e-06	-0.02294640289327439	0	0	0	1
-4.31e-06	-0.02496930571145296	0	0	0	1
-4.3e-06	-0.02631790759023868	0	0	0	1
-4.29e-06	-0.02834081040841726	0	0	0	1
-4.28e-06	-0.02901511134781011	0	0	0	1
-4.27e-06	-0.02968941228720297	0	0	0	1
-4.26e-06	-0.02867796087811368	0	0	0	1
-4.25e-06	-0.03306091698416726	0	0	0	1
-4.24e-06	-0.03339806745386369	0	0	0	1
-4.23e-06	-0.03373521792356012	0	0	0	1
-4.22e-06	-0.03474666933264941	0	0	0	1
-4.21e-06	-0.03508381980234584	0	0	0	1
-4.2e-06	-0.03609527121143512	0	0	0	1
-4.19e-06	-0.0357581207417387	0	0	0	1
-4.18e-06	-0.03845532449931013	0	0	0	1
-4.17e-06	-0.0381181740296137	0	0	0	1
-4.16e-06	-0.03778102355991727	0	0	0	1
-4.15e-06	-0.04014107684779227	0	0	0	1
-4.14e-06	-0.04115252825688156	0	0	0	1
-4.13e-06	-0.04115252825688156	0	0	0	1
-4.12e-06	-0.04148967872657799	0	0	0	1
-4.11e-06	-0.0404782273174887	0	0	0	1
-4.1e-06	-0.04452403295384585	0	0	0	1
-4.09e-06	-0.04317543107506013	0	0	0	1
-4.08e-06	-0.04452403295384585	0	0	0	1
-4.07e-06	-0.04418688248414942	0	0	0	1
-4.06e-06	-0.04452403295384585	0	0	0	1
-4.05e-06	-0.04452403295384585	0	0	0	1
-4.04e-06	-0.04620978530232799	0	0	0	1
-4.03e-06	-0.04755838718111371	0	0	0	1
-4.02e-06	-0.04789553765081014	0	0	0	1
-4.01e-06	-0.04722123671141728	0	0	0	1
-4e-06	-0.04789553765081014	0	0	0	1
-3.99e-06	-0.04823268812050657	0	0	0	1
-3.98e-06	-0.04823268812050657	0	0	0	1
-3.97e-06	-0.04890698905989942	0	0	0	1
-3.96e-06	-0.04789553765081014	0	0	0	1
-3.95e-06	-0.04755838718111371	0	0	0	1
-3.94e-06	-0.04958128999929228	0	0	0	1
-3.93e-06	-0.04924413952959585	0	0	0	1
-3.92e-06	-0.050929891878078	0	0	0	1
-3.91e-06	-0.05194134328716728	0	0	0	1
-3.9e-06	-0.04991844046898871	0	0	0	1
-3.89e-06	-0.050929891878078	0	0	0	1
-3.88e-06	-0.05227849375686371	0	0	0	1
-3.87e-06	-0.05126704234777443	0	0	0	1
-3.86e-06	-0.05126704234777443	0	0	0	1
-3.85e-06	-0.05295279469625657	0	0	0	1
-3.84e-06	-0.050929891878078	0	0	0	1
-3.83e-06	-0.05261564422656014	0	0	0	1
-3.82e-06	-0.05160419281747086	0	0	0	1
-3.81e-06	-0.053289945165953	0	0	0	1
-3.8e-06	-0.05261564422656014	0	0	0	1
-3.79e-06	-0.05227849375686371	0	0	0	1
-3.78e-06	-0.05396424610534586	0	0	0	1
-3.77e-06	-0.05362709563564943	0	0	0	1
-3.76e-06	-0.05430139657504229	0	0	0	1
-3.75e-06	-0.05396424610534586	0	0	0	1
-3.74e-06	-0.05362709563564943	0	0	0	1
-3.73e-06	-0.05463854704473872	0	0	0	1
-3.72e-06	-0.05430139657504229	0	0	0	1
-3.71e-06	-0.05531284798413158	0	0	0	1
-3.7e-06	-0.05497569751443515	0	0	0	1
-3.69e-06	-0.05463854704473872	0	0	0	1
-3.68e-06	-0.05564999845382801	0	0	0	1
-3.67e-06	-0.05430139657504229	0	0	0	1
-3.66e-06	-0.05564999845382801	0	0	0	1
-3.65e-06	-0.05531284798413158	0	0	0	1
-3.64e-06	-0.05463854704473872	0	0	0	1
-3.63e-06	-0.05463854704473872	0	0	0	1
-3.62e-06	-0.05463854704473872	0	0	0	1
-3.61e-06	-0.05598714892352444	0	0	0	1
-3.6e-06	-0.05463854704473872	0	0	0	1
-3.59e-06	-0.05396424610534586	0	0	0	1
-3.58e-06	-0.05430139657504229	0	0	0	1
-3.57e-06	-0.05362709563564943	0	0	0	1
-3.56e-06	-0.05362709563564943	0	0	0	1
-3.55e-06	-0.05564999845382801	0	0	0	1
-3.54e-06	-0.05564999845382801	0	0	0	1
-3.53e-06	-0.05463854704473872	0	0	0	1
-3.52e-06	-0.05531284798413158	0	0	0	1
-3.51e-06	-0.05531284798413158	0	0	0	1
-3.5e-06	-0.05497569751443515	0	0	0	1
-3.49e-06	-0.05598714892352444	0	0	0	1
-3.48e-06	-0.05430139657504229	0	0	0	1
-3.47e-06	-0.05430139657504229	0	0	0	1
-3.46e-06	-0.05632429939322087	0	0	0	1
-3.45e-06	-0.05564999845382801	0	0	0	1
-3.44e-06	-0.05463854704473872	0	0	0	1
-3.43e-06	-0.05497569751443515	0	0	0	1
-3.42e-06	-0.05497569751443515	0	0	0	1
-3.41e-06	-0.05463854704473872	0	0	0	1
-3.4e-06	-0.05396424610534586	0	0	0	1
-3.39e-06	-0.05463854704473872	0	0	0	1
-3.38e-06	-0.05463854704473872	0	0	0	1
-3.37e-06	-0.05497569751443515	0	0	0	1
-3.36e-06	-0.05430139657504229	0	0	0	1
-3.35e-06	-0.05362709563564943	0	0	0	1
-3.34e-06	-0.05362709563564943	0	0	0	1
-3.33e-06	-0.05531284798413158	0	0	0	1
-3.32e-06	-0.05396424610534586	0	0	0	1
-3.31e-06	-0.05430139657504229	0	0	0	1
-3.3e-06	-0.05430139657504229	0	0	0	1
-3.29e-06	-0.05564999845382801	0	0	0	1
-3.28e-06	-0.053289945165953	0	0	0	1
-3.27e-06	-0.05396424610534586	0	0	0	1
-3.26e-06	-0.05362709563564943	0	0	0	1
-3.25e-06	-0.05396424610534586	0	0	0	1
-3.24e-06	-0.05463854704473872	0	0	0	1
-3.23e-06	-0.05227849375686371	0	0	0	1
-3.22e-06	-0.05531284798413158	0	0	0	1
-3.21e-06	-0.05362709563564943	0	0	0	1
-3.2e-06	-0.053289945165953	0	0	0	1
-3.19e-06	-0.05295279469625657	0	0	0	1
-3.18e-06	-0.05160419281747086	0	0	0	1
-3.17e-06	-0.05194134328716728	0	0	0	1
-3.16e-06	-0.05227849375686371	0	0	0	1
-3.15e-06	-0.05295279469625657	0	0	0	1
-3.14e-06	-0.053289945165953	0	0	1	1
-3.13e-06	-0.05261564422656014	0	0	1	1
-3.12e-06	-0.05160419281747086	0	0	1	1
-3.11e-06	-0.05430139657504229	0	0	1	1
-3.1e-06	-0.05295279469625657	0	0	1	1
-3.09e-06	-0.05261564422656014	0	0	1	1
-3.08e-06	-0.05227849375686371	0	0	1	1
-3.07e-06	-0.05362709563564943	0	0	1	1
-3.06e-06	-0.05194134328716728	0	0	1	1
-3.05e-06	-0.05025559093868514	0	0	1	1
-3.04e-06	-0.05227849375686371	0	0	1	1
-3.03e-06	-0.05126704234777443	0	0	1	1
-3.02e-06	-0.05194134328716728	0	0	1	1
-3.01e-06	-0.05059274140838157	0	0	1	1
-3e-06	-0.04081537778718513	0	0	1	1
-2.99e-06	-0.05295279469625657	0	0	1	1
-2.98e-06	-0.05497569751443515	0	0	1	1
-2.97e-06	-0.053289945165953	0	0	1	1
-2.96e-06	-0.05194134328716728	0	0	1	1
-2.95e-06	-0.05059274140838157	0	0	1	1
-2.94e-06	-0.04991844046898871	0	0	1	1
-2.93e-06	-0.04958128999929228	0	0	1	1
-2.92e-06	-0.04958128999929228	0	0	1	1
-2.91e-06	-0.04856983859020299	0	0	1	1
-2.9e-06	-0.05025559093868514	0	0	1	1
-2.89e-06	-0.04991844046898871	0	0	1	1
-2.88e-06	-0.04924413952959585	0	0	1	1
-2.87e-06	-0.04924413952959585	0	0	1	1
-2.86e-06	-0.04823268812050657	0	0	1	1
-2.85e-06	-0.04924413952959585	0	0	1	1
-2.84e-06	-0.04924413952959585	0	0	1	1
-2.83e-06	-0.04856983859020299	0	0	1	1
-2.82e-06	-0.04856983859020299	0	0	1	1
-2.81e-06	-0.04890698905989942	0	0	1	1
-2.8e-06	-0.04958128999929228	0	0	1	1
-2.79e-06	-0.04991844046898871	0	0	1	1
-2.78e-06	-0.04890698905989942	0	0	1	1
-2.77e-06	-0.04991844046898871	0	0	1	1
-2.76e-06	-0.04722123671141728	0	0	1	1
-2.75e-06	-0.04789553765081014	0	0	1	1
-2.74e-06	-0.04823268812050657	0	0	1	1
-2.73e-06	-0.04755838718111371	0	0	1	1
-2.72e-06	-0.04722123671141728	0	0	1	1
-2.71e-06	-0.04654693577202442	0	0	1	1
-2.7e-06	-0.04587263483263156	0	0	1	1
-2.69e-06	-0.04755838718111371	0	0	1	1
-2.68e-06	-0.04789553765081014	0	0	1	1
-2.67e-06	-0.04587263483263156	0	0	1	1
-2.66e-06	-0.04688408624172085	0	0	1	1
-2.65e-06	-0.04688408624172085	0	0	1	1
-2.64e-06	-0.04789553765081014	0	0	1	1
-2.63e-06	-0.04620978530232799	0	0	1	1
-2.62e-06	-0.04688408624172085	0	0	1	1
-2.61e-06	-0.04755838718111371	0	0	1	1
-2.6e-06	-0.04722123671141728	0	0	1	1
-2.59e-06	-0.04654693577202442	0	0	1	1
-2.58e-06	-0.04587263483263156	0	0	1	1
-2.57e-06	-0.04688408624172085	0	0	1	1
-2.56e-06	-0.04620978530232799	0	0	1	1
-2.55e-06	-0.04587263483263156	0	0	1	1
-2.54e-06	-0.04688408624172085	0	0	1	1
-2.53e-06	-0.04587263483263156	0	0	1	1
-2.52e-06	-0.04722123671141728	0	0	1	1
-2.51e-06	-0.04418688248414942	0	0	1	1
-2.5e-06	-0.04452403295384585	0	0	1	1
-2.49e-06	-0.04317543107506013	0	0	1	1
-2.48e-06	-0.04182682919627442	0	0	1	1
-2.47e-06	-0.04452403295384585	0	0	1	1
-2.46e-06	-0.04553548436293513	0	0	1	1
-2.45e-06	-0.04317543107506013	0	0	1	1
-2.44e-06	-0.04452403295384585	0	0	1	1
-2.43e-06	-0.04418688248414942	0	0	1	1
-2.42e-06	-0.04384973201445299	0	0	1	1
-2.41e-06	-0.0428382806053637	0	0	1	1
-2.4e-06	-0.04452403295384585	0	0	1	1
-2.39e-06	-0.04250113013566727	0	0	1	1
-2.38e-06	-0.04148967872657799	0	0	1	1
-2.37e-06	-0.04384973201445299	0	0	1	1
-2.36e-06	-0.04216397966597085	0	0	1	1
-2.35e-06	-0.04317543107506013	0	0	1	1
-2.34e-06	-0.04384973201445299	0	0	1	1
-2.33e-06	-0.0428382806053637	0	0	1	1
-2.32e-06	-0.04351258154475656	0	0	1	1
-2.31e-06	-0.04182682919627442	0	0	1	1
-2.3e-06	-0.04452403295384585	0	0	1	1
-2.29e-06	-0.04351258154475656	0	0	1	1
-2.28e-06	-0.04216397966597085	0	0	1	1
-2.27e-06	-0.04148967872657799	0	0	1	1
-2.26e-06	-0.04182682919627442	0	0	1	1
-2.25e-06	-0.04081537778718513	0	0	1	1
-2.24e-06	-0.04216397966597085	0	0	1	1
-2.23e-06	-0.04014107684779227	0	0	1	1
-2.22e-06	-0.04216397966597085	0	0	1	1
-2.21e-06	-0.04216397966597085	0	0	1	1
-2.2e-06	-0.04216397966597085	0	0	1	1
-2.19e-06	-0.04014107684779227	0	0	1	1
-2.18e-06	-0.04115252825688156	0	0	1	1
-2.17e-06	-0.0428382806053637	0	0	1	1
-2.16e-06	-0.04216397966597085	0	0	1	1
-2.15e-06	-0.03946677590839941	0	0	1	1
-2.14e-06	-0.0404782273174887	0	0	1	1
-2.13e-06	-0.04216397966597085	0	0	1	1
-2.12e-06	-0.04014107684779227	0	0	1	1
-2.11e-06	-0.04148967872657799	0	0	1	1
-2.1e-06	-0.03946677590839941	0	0	1	1
-2.09e-06	-0.04081537778718513	0	0	1	1
-2.08e-06	-0.04115252825688156	0	0	1	1
-2.07e-06	-0.0404782273174887	0	0	1	1
-2.06e-06	-0.04014107684779227	0	0	1	1
-2.05e-06	-0.0404782273174887	0	0	1	1
-2.04e-06	-0.03912962543870298	0	0	1	1
-2.03e-06	-0.0404782273174887	0	0	1	1
-2.02e-06	-0.03946677590839941	0	0	1	1
-2.01e-06	-0.03980392637809584	0	0	1	1
-2e-06	-0.03912962543870298	0	0	1	1
-1.99e-06	-0.03980392637809584	0	0	1	1
-1.98e-06	-0.03845532449931013	0	0	1	1
-1.97e-06	-0.0381181740296137	0	0	1	1
-1.96e-06	-0.03879247496900656	0	0	1	1
-1.95e-06	-0.03879247496900656	0	0	1	1
-1.94e-06	-0.03879247496900656	0	0	1	1
-1.93e-06	-0.03744387309022084	0	0	1	1
-1.92e-06	-0.03744387309022084	0	0	1	1
-1.91e-06	-0.03845532449931013	0	0	1	1
-1.9e-06	-0.03845532449931013	0	0	1	1
-1.89e-06	-0.0381181740296137	0	0	1	1
-1.88e-06	-0.03778102355991727	0	0	1	1
-1.87e-06	-0.03845532449931013	0	0	1	1
-1.86e-06	-0.0381181740296137	0	0	1	1
-1.85e-06	-0.03778102355991727	0	0	1	1
-1.84e-06	-0.03676957215082798	0	0	1	1
-1.83e-06	-0.03676957215082798	0	0	1	1
-1.82e-06	-0.03643242168113155	0	0	1	1
-1.81e-06	-0.03609527121143512	0	0	1	1
-1.8e-06	-0.03609527121143512	0	0	1	1
-1.79e-06	-0.03676957215082798	0	0	1	1
-1.78e-06	-0.03542097027204227	0	0	1	1
-1.77e-06	-0.0381181740296137	0	0	1	1
-1.76e-06	-0.03744387309022084	0	0	1	1
-1.75e-06	-0.03508381980234584	0	0	1	1
-1.74e-06	-0.03676957215082798	0	0	1	1
-1.73e-06	-0.03643242168113155	0	0	1	1
-1.72e-06	-0.03744387309022084	0	0	1	1
-1.71e-06	-0.03643242168113155	0	0	1	1
-1.7e-06	-0.03643242168113155	0	0	1	1
-1.69e-06	-0.03542097027204227	0	0	1	1
-1.68e-06	-0.0357581207417387	0	0	1	1
-1.67e-06	-0.0357581207417387	0	0	1	1
-1.66e-06	-0.0357581207417387	0	0	1	1
-1.65e-06	-0.03474666933264941	0	0	1	1
-1.64e-06	-0.03440951886295298	0	0	1	1
-1.63e-06	-0.03508381980234584	0	0	1	1
-1.62e-06	-0.03474666933264941	0	0	1	1
-1.61e-06	-0.03474666933264941	0	0	1	1
-1.6e-06	-0.03508381980234584	0	0	1	1
-1.59e-06	-0.03373521792356012	0	0	1	1
-1.58e-06	-0.03440951886295298	0	0	1	1
-1.57e-06	-0.03373521792356012	0	0	1	1
-1.56e-06	-0.03474666933264941	0	0	1	1
-1.55e-06	-0.03508381980234584	0	0	1	1
-1.54e-06	-0.03407236839325655	0	0	1	1
-1.53e-06	-0.03508381980234584	0	0	1	1
-1.52e-06	-0.03440951886295298	0	0	1	1
-1.51e-06	-0.03306091698416726	0	0	1	1
-1.5e-06	-0.03407236839325655	0	0	1	1
-1.49e-06	-0.03440951886295298	0	0	1	1
-1.48e-06	-0.03407236839325655	0	0	1	1
-1.47e-06	-0.03474666933264941	0	0	1	1
-1.46e-06	-0.03508381980234584	0	0	1	1
-1.45e-06	-0.03407236839325655	0	0	1	1
-1.44e-06	-0.03339806745386369	0	0	1	1
-1.43e-06	-0.03407236839325655	0	0	1	1
-1.42e-06	-0.03440951886295298	0	0	1	1
-1.41e-06	-0.03373521792356012	0	0	1	1
-1.4e-06	-0.03339806745386369	0	0	1	1
-1.39e-06	-0.03407236839325655	0	0	1	1
-1.38e-06	-0.03306091698416726	0	0	1	1
-1.37e-06	-0.03339806745386369	0	0	1	1
-1.36e-06	-0.03306091698416726	0	0	1	1
-1.35e-06	-0.03440951886295298	0	0	1	1
-1.34e-06	-0.03407236839325655	0	0	1	1
-1.33e-06	-0.03306091698416726	0	0	1	1
-1.32e-06	-0.03373521792356012	0	0	1	1
-1.31e-06	-0.03373521792356012	0	0	1	1
-1.3e-06	-0.03238661604477441	0	0	1	1
-1.29e-06	-0.03171231510538154	0	0	1	1
-1.28e-06	-0.03339806745386369	0	0	1	1
-1.27e-06	-0.03171231510538154	0	0	1	1
-1.26e-06	-0.03238661604477441	0	0	1	1
-1.25e-06	-0.03373521792356012	0	0	1	1
-1.24e-06	-0.03238661604477441	0	0	1	1
-1.23e-06	-0.03204946557507797	0	0	1	1
-1.22e-06	-0.03137516463568511	0	0	1	1
-1.21e-06	-0.03272376651447084	0	0	1	1
-1.2e-06	-0.03238661604477441	0	0	1	1
-1.19e-06	-0.03171231510538154	0	0	1	1
-1.18e-06	-0.03238661604477441	0	0	1	1
-1.17e-06	-0.03137516463568511	0	0	1	1
-1.16e-06	-0.03070086369629226	0	0	1	1
-1.15e-06	-0.0300265627568994	0	0	1	1
-1.14e-06	-0.03171231510538154	0	0	1	1
-1.13e-06	-0.03171231510538154	0	0	1	1
-1.12e-06	-0.03171231510538154	0	0	1	1
-1.11e-06	-0.03238661604477441	0	0	1	1
-1.1e-06	-0.03103801416598869	0	0	1	1
-1.09e-06	-0.03238661604477441	0	0	1	1
-1.08e-06	-0.03137516463568511	0	0	1	1
-1.07e-06	-0.02935226181750654	0	0	1	1
-1.06e-06	-0.03070086369629226	0	0	1	1
-1.05e-06	-0.03137516463568511	0	0	1	1
-1.04e-06	-0.03440951886295298	0	0	1	1
-1.03e-06	-0.03103801416598869	0	0	1	1
-1.02e-06	-0.03103801416598869	0	0	1	1
-1.01e-06	-0.0300265627568994	0	0	1	1
-1e-06	-0.03306091698416726	0	0	1	1
-9.900000000000001e-07	-0.03137516463568511	0	0	1	1
-9.799999999999999e-07	-0.03036371322659583	0	0	1	1
-9.7e-07	-0.02935226181750654	0	0	1	1
-9.599999999999999e-07	-0.03036371322659583	0	0	1	1
-9.5e-07	-0.0300265627568994	0	0	1	1
-9.4e-07	-0.02935226181750654	0	0	1	1
-9.3e-07	-0.03036371322659583	0	0	1	1
-9.2e-07	-0.03070086369629226	0	0	1	1
-9.1e-07	-0.0300265627568994	0	0	1	1
-9e-07	-0.02968941228720297	0	0	1	1
-8.899999999999999e-07	-0.03036371322659583	0	0	1	1
-8.8e-07	-0.0300265627568994	0	0	1	1
-8.7e-07	-0.0300265627568994	0	0	1	1
-8.6e-07	-0.03036371322659583	0	0	1	1
-8.5e-07	-0.03103801416598869	0	0	1	1
-8.4e-07	-0.02968941228720297	0	0	1	1
-8.3e-07	-0.0300265627568994	0	0	1	1
-8.2e-07	-0.0300265627568994	0	0	1	1
-8.1e-07	-0.02935226181750654	0	0	1	1
-8e-07	-0.02968941228720297	0	0	1	1
-7.9e-07	-0.02901511134781011	0	0	1	1
-7.8e-07	-0.0300265627568994	0	0	1	1
-7.7e-07	-0.0300265627568994	0	0	1	1
-7.6e-07	-0.02867796087811368	0	0	1	1
-7.5e-07	-0.0300265627568994	0	0	1	1
-7.4e-07	-0.02732935899932797	0	0	1	1
-7.3e-07	-0.02834081040841726	0	0	1	1
-7.2e-07	-0.02834081040841726	0	0	1	1
-7.1e-07	-0.02834081040841726	0	0	1	1
-7e-07	-0.02665505805993511	0	0	1	1
-6.9e-07	-0.02867796087811368	0	0	1	1
-6.799999999999999e-07	-0.02800365993872083	0	0	1	1
-6.7e-07	-0.02800365993872083	0	0	1	1
-6.6e-07	-0.02800365993872083	0	0	1	1
-6.5e-07	-0.02834081040841726	0	0	1	1
-6.4e-07	-0.03036371322659583	0	0	1	1
-6.3e-07	-0.02732935899932797	0	0	1	1
-6.2e-07	-0.02901511134781011	0	0	1	1
-6.1e-07	-0.02867796087811368	0	0	1	1
-6e-07	-0.0276665094690244	0	0	1	1
-5.9e-07	-0.02800365993872083	0	0	1	1
-5.8e-07	-0.02867796087811368	0	0	1	1
-5.7e-07	-0.02732935899932797	0	0	1	1
-5.6e-07	-0.02834081040841726	0	0	1	1
-5.5e-07	-0.02598075712054225	0	0	1	1
-5.4e-07	-0.0276665094690244	0	0	1	1
-5.3e-07	-0.02800365993872083	0	0	1	1
-5.2e-07	-0.02800365993872083	0	0	1	1
-5.1e-07	-0.0276665094690244	0	0	1	1
-5e-07	-0.02834081040841726	0	0	1	1
-4.9e-07	-0.0276665094690244	0	0	1	1
-4.8e-07	-0.02834081040841726	0	0	1	1
-4.7e-07	-0.02732935899932797	0	0	1	1
-4.6e-07	-0.02665505805993511	0	0	1	1
-4.5e-07	-0.02800365993872083	0	0	1	1
-4.4e-07	-0.02834081040841726	0	0	1	1
-4.3e-07	-0.02800365993872083	0	0	1	1
-4.2e-07	-0.02732935899932797	0	0	1	1
-4.1e-07	-0.02699220852963154	0	0	1	1
-4e-07	-0.02699220852963154	0	0	1	1
-3.9e-07	-0.02834081040841726	0	0	1	1
-3.8e-07	-0.02732935899932797	0	0	1	1
-3.7e-07	-0.0276665094690244	0	0	1	1
-3.6e-07	-0.02564360665084582	0	0	1	1
-3.5e-07	-0.02631790759023868	0	0	1	1
-3.4e-07	-0.02665505805993511	0	0	1	1
-3.3e-07	-0.0276665094690244	0	0	1	1
-3.2e-07	-0.02732935899932797	0	0	1	1
-3.1e-07	-0.02631790759023868	0	0	1	1
-3e-07	-0.02665505805993511	0	0	1	1
-2.9e-07	-0.02598075712054225	0	0	1	1
-2.8e-07	-0.02598075712054225	0	0	1	1
-2.7e-07	-0.02732935899932797	0	0	1	1
-2.6e-07	-0.02598075712054225	0	0	1	1
-2.5e-07	-0.02665505805993511	0	0	1	1
-2.4e-07	-0.02530645618114939	0	0	1	1
-2.3e-07	-0.02631790759023868	0	0	1	1
-2.2e-07	-0.02631790759023868	0	0	1	1
-2.1e-07	-0.02665505805993511	0	0	1	1
-2e-07	-0.02631790759023868	0	0	1	1
-1.9e-07	-0.02732935899932797	0	0	1	1
-1.8e-07	-0.02598075712054225	0	0	1	1
-1.7e-07	-0.02598075712054225	0	0	1	1
-1.6e-07	-0.02631790759023868	0	0	1	1
-1.5e-07	-0.02564360665084582	0	0	1	1
-1.4e-07	-0.02631790759023868	0	0	1	1
-1.3e-07	-0.02732935899932797	0	0	1	1
-1.2e-07	-0.02631790759023868	0	0	1	1
-1.1e-07	-0.02800365993872083	0	0	1	1
-1e-07	-0.02732935899932797	0	0	1	1
-9e-08	-0.02598075712054225	0	0	1	1
-8e-08	-0.02598075712054225	0	0	1	1
-7e-08	-0.02699220852963154	0	0	1	1
-5.999999999999999e-08	-0.02631790759023868	0	0	1	1
-5e-08	-0.0276665094690244	0	0	1	1
-4e-08	-0.02496930571145296	0	0	1	1
-3e-08	-0.02598075712054225	0	0	1	1
-2e-08	-0.02665505805993511	0	0	1	1
-1e-08	-0.02328355336297082	0	0	1	1
0	-0.02598075712054225	0	0	1	1
1e-08	-0.02530645618114939	0	0	1	1
2e-08	-0.02530645618114939	0	0	1	1
3e-08	-0.02530645618114939	0	0	1	1
4e-08	-0.02496930571145296	0	0	1	1
5e-08	-0.02530645618114939	0	0	1	1
5.999999999999999e-08	-0.02699220852963154	0	0	1	1
7e-08	-0.02496930571145296	0	0	1	1
8e-08	-0.02564360665084582	0	0	1	1
9e-08	-0.02564360665084582	0	0	1	1
1e-07	-0.02598075712054225	0	0	1	1
1.1e-07	-0.02463215524175653	0	0	1	1
1.2e-07	-0.02598075712054225	0	0	1	1
1.3e-07	-0.02598075712054225	0	0	1	1
1.4e-07	-0.02496930571145296	0	0	1	1
1.5e-07	-0.02564360665084582	0	0	1	1
1.6e-07	-0.02496930571145296	0	0	1	1
1.7e-07	-0.02496930571145296	0	0	1	1
1.8e-07	-0.02631790759023868	0	0	1	1
1.9e-07	-0.02598075712054225	0	0	1	1
2e-07	-0.02463215524175653	0	0	1	1
2.1e-07	-0.02463215524175653	0	0	1	1
2.2e-07	-0.02463215524175653	0	0	1	1
2.3e-07	-0.02564360665084582	0	0	1	1
2.4e-07	-0.02732935899932797	0	0	1	1
2.5e-07	-0.02496930571145296	0	0	1	1
2.6e-07	-0.02126065054479225	0	0	1	1
2.7e-07	-0.02294640289327439	0	0	1	1
2.8e-07	-0.02362070383266725	0	0	1	1
2.9e-07	-0.02496930571145296	0	0	1	1
3e-07	-0.02429500477206011	0	0	1	1
3.1e-07	-0.02395785430236368	0	0	1	1
3.2e-07	-0.02463215524175653	0	0	1	0
3.3e-07	-0.02463215524175653	0	0	1	0
3.4e-07	-0.02395785430236368	0	0	1	0
3.5e-07	-0.02429500477206011	0	0	1	0
3.6e-07	-0.02530645618114939	0	0	1	0
3.7e-07	-0.02631790759023868	0	0	1	0
3.8e-07	-0.02395785430236368	0	0	1	0
3.9e-07	-0.02564360665084582	0	0	1	0
4e-07	-0.02328355336297082	0	0	1	0
4.1e-07	-0.02496930571145296	0	0	1	0
4.2e-07	-0.02362070383266725	0	0	1	0
4.3e-07	-0.02463215524175653	0	0	1	0
4.4e-07	-0.02631790759023868	0	0	1	0
4.5e-07	-0.02530645618114939	0	0	1	0
4.6e-07	-0.02362070383266725	0	0	1	0
4.7e-07	-0.02429500477206011	0	0	1	0
4.8e-07	-0.02362070383266725	0	0	1	0
4.9e-07	-0.02530645618114939	0	0	1	0
5e-07	-0.02429500477206011	0	0	1	0
5.1e-07	-0.02463215524175653	0	0	1	0
5.2e-07	-0.02496930571145296	0	0	1	0
5.3e-07	-0.02429500477206011	0	0	1	0
5.4e-07	-0.02564360665084582	0	0	1	0
5.5e-07	-0.02328355336297082	0	0	1	0
5.6e-07	-0.02395785430236368	0	0	1	0
5.7e-07	-0.02429500477206011	0	0	1	0
5.8e-07	-0.02362070383266725	0	0	1	0
5.9e-07	-0.02395785430236368	0	0	1	0
6e-07	-0.02463215524175653	0	0	1	0
6.1e-07	-0.02395785430236368	0	0	1	0
6.2e-07	-0.02362070383266725	0	0	1	0
6.3e-07	-0.02395785430236368	0	0	1	0
6.4e-07	-0.02294640289327439	0	0	1	0
6.5e-07	-0.02362070383266725	0	0	1	0
6.6e-07	-0.02530645618114939	0	0	1	0
6.7e-07	-0.02463215524175653	0	0	1	0
6.799999999999999e-07	-0.02294640289327439	0	0	1	0
6.9e-07	-0.02362070383266725	0	0	1	0
7e-07	-0.02362070383266725	0	0	1	0
7.1e-07	-0.02496930571145296	0	0	1	0
7.2e-07	-0.02294640289327439	0	0	1	0
7.3e-07	-0.02260925242357796	0	0	1	0
7.4e-07	-0.02227210195388153	0	0	1	0
7.5e-07	-0.02159780101448867	0	0	1	0
7.6e-07	-0.02260925242357796	0	0	1	0
7.7e-07	-0.02227210195388153	0	0	1	0
7.8e-07	-0.02058634960539939	0	0	1	0
7.9e-07	-0.02024919913570296	0	0	1	0
8e-07	-0.01923774772661367	0	0	1	0
8.1e-07	-0.01856344678722081	0	0	1	0
8.2e-07	-0.01687769443873867	0	0	1	0
8.3e-07	-0.01620339349934581	0	0	1	0
8.4e-07	-0.01316903927207795	0	0	1	0
8.5e-07	-0.01182043739329223	0	0	1	0
8.6e-07	-0.008786083166024371	0	0	1	0
8.7e-07	-0.003054525181185077	0	0	1	0
8.8e-07	-0.000357321423613645	0	0	1	0
8.899999999999999e-07	0.008408590788493511	0	0	1	0
9e-07	0.01312869736424352	0	0	1	0
9.1e-07	0.02189460957635067	0	0	1	0
9.2e-07	0.02863761897027925	0	0	1	0
9.3e-07	0.0384149825914757	0	0	1	0
9.4e-07	0.04954094809145785	0	0	1	0
9.5e-07	0.0593183117126543	0	0	1	0
9.599999999999999e-07	0.07145572862172575	0	0	1	0
9.7e-07	0.0825816941217079	0	0	1	0
9.799999999999999e-07	0.09640486337926149	0	0	1	0
9.900000000000001e-07	0.1125880859246901	0	0	1	0
1e-06	0.1240512018943687	0	0	1	0
1.01e-06	0.1385486720913151	0	0	1	0
1.02e-06	0.1554061955761366	0	0	1	0
